short reference,DOI,authors,title,journal,year
"UYSAL, 2012",https://doi.org/10.1016/j.lithos.2011.11.009,"UYSAL, I; ERSOY, E; KARSH, O; DILEK, Y; SADIKLAR, M; OTTLEY, C J; TIEPOLO, M; MEISEL, T","COEXISTENCE OF ABYSSAL AND ULTRA-DEPLETED SSZ TYPE MANTLE PERIDOTITES IN A NEO-TETHYAN OPHIOLITE IN SW TURKEY: CONSTRAINTS FROM MINERAL COMPOSITION, WHOLE-ROCK GEOCHEMISTRY (MAJOR–TRACE–REE–PGE), AND RE–OS ISOTOPE SYSTEMATICS",LITHOS,2012
"KURZ, 1999",https://doi.org/10.1016/s0016-7037(99)00314-2,"KURZ, M D; GEIST, D J",DYNAMICS OF THE GALAPAGOS HOTSPOT FROM HELIUM ISOTOPE GEOCHEMISTRY,GEOCHIM COSMOCHIM ACTA,1999
"CARTIGNY, 2008",https://doi.org/10.1016/j.epsl.2007.11.011,"CARTIGNY, P; PINEAU, F; AUBAD, C; JAVOY, M","TOWARDS A CONSISTENT MANTLE CARBON FLUX ESTIMATE: INSIGHTS FROM VOLATILE SYSTEMATICS (H2O/CE, D, CO2/NB) IN THE NORTH ATLANTIC MANTLE (14° N AND 34° N)",EARTH PLANET SCI LETT,2008
"SECCHIARI, 2016",https://doi.org/10.1016/j.lithos.2016.04.030,"SECCHIARI, A; MONTANINI, A; BOSCH, D; MACERA, P; CLUZEL, N",MELT EXTRACTION AND ENRICHMENT PROCESSES IN THE NEW CALEDONIA LHERZOLITES: EVIDENCE FROM GEOCHEMICAL AND SR-ND ISOTOPE DATA,LITHOS,2016
"LUTTINEN, 2018",https://doi.org/10.1038/s41598-018-23661-3,"LUTTINEN, A",BILATERAL GEOCHEMICAL ASYMMETRY IN THE KAROO LARGE IGNEOUS PROVINCE,SCIENTIFIC REPORTS,2018
"LIANG, 2017",https://doi.org/10.1016/j.gca.2016.11.023,"LIANG, Y-H; HALLIDAY, A N; SIEBERT, C; FITTON, J G; BURTON, K W; WANG, K-L; HARVEY, J",MOLYBDENUM ISOTOPE FRACTIONATION IN THE MANTLE,GEOCHIM COSMOCHIM ACTA,2017
"SPARKS, 1995",https://doi.org/10.2973/odp.proc.sr.137140.021.1995,"SPARKS, J W","GEOCHEMISTRY OF THE LOWER SHEETED DIKE COMPLEX, HOLE 504B, LEG 140","PROC ODP, SCI RESULTS",1995
"HERGT, 1994",https://doi.org/10.2973/odp.proc.sr.135.144.1994,"HERGT, J M; NILSSON FARLEY, K","MAJOR ELEMENT, TRACE ELEMENT, AND ISOTOPE (PB, SR, AND ND) VARIATIONS IN SITE 834 BASALTS: IMPLICATIONS FOR THE INITIATION OF BACKARC OPENING","PROC ODP, SCI RESULTS",1994
"HERGT, 1994",https://doi.org/10.2973/odp.proc.sr.135.142.1994,"HERGT, J M; HAWKESWORTH, C J","PB-, SR-, AND ND-ISOTOPIC EVOLUTION OF THE LAU BASIN: IMPLICATIONS FOR MANTLE DYNAMICS DURING BACKARC OPENING","PROC ODP, SCI RESULTS",1994
"CHEN, 2012",https://doi.org/10.1080/00206814.2012.704674,"CHEN, Z-Q; ZHOU, H-Y; LIU, Y; YANG, Q-H; LI, J-W; DICK, H J B","INFLUENCE OF IGNEOUS PROCESSES AND SERPENTINIZATION ON GEOCHEMISTRY OF THE LOGATCHEV MASSIF HARZBURGITES (14 DEGREES 45 N, MID-ATLANTIC RIDGE) AND COMPARISON WITH GLOBAL ABYSSAL PERIDOTITES",INT GEOL REV,2012
"OOTES, 2019",https://doi.org/10.1016/j.lithos.2019.105220,"OOTES, L; SANDEMAN, H; COUSENS, B L; LUO, Y; PEARSON, D G; JACKSON, V",PYROXENITIC MAGMA CONDUITS (CA. 1.86 GA) IN WOPMAY OROGEN AND SLAVE CRATON: PETROGENETIC CONSTRAINTS FROM WHOLE ROCK AND MINERAL CHEMISTRY,LITHOS,2019
"TEASDALE, 2004",https://doi.org/10.1007/s00445-004-0371-9,"TEASDALE, R; GEIST, D J; KURZ, M D","1998 ERUPTION AT VOLCAN CERRO AZUL, GALAPAGOS ISLANDS: I. SYN-ERUPTIVE PETROGENESIS",BULL VOLCANOL,2004
"SEIFERT, 1996",https://doi.org/10.2973/odp.proc.sr.149.221.1996,"SEIFERT, K E; GIBSON, I L; WEIS, D; BRUNOTTE, D","GEOCHEMISTRY OF METAMORPHOSED CUMULATE GABBROS FROM HOLE 900A, IBERIA ABYSSAL PLAIN","PROC ODP, SCI RESULTS",1996
"SEIFERT, 1996",https://doi.org/10.2973/odp.proc.sr.149.216.1996,"SEIFERT, K E; BRUNOTTE, D",GEOCHEMISTRY OF SERPENTINIZED MANTLE PERIDOTITE FROM SITE 897 IN THE IBERIA ABYSSAL PLAIN,"PROC ODP, SCI RESULTS",1996
"SEIFERT, 1996",https://doi.org/10.2973/odp.proc.sr.149.225.1996,"SEIFERT, K E; BRUNOTTE, D",GEOCHEMISTRY OF WEATHERED MID-OCEAN RIDGE BASALT AND DIABASE CLASTS FROM HOLE 899B IN THE IBERIA ABYSSAL PLAIN,"PROC ODP, SCI RESULTS",1996
"HUSEN, 2016",https://doi.org/10.1016/j.gca.2016.02.031,"HUSEN, A; KAMENETSKY, V S; EVERARD, J L; KAMENETSKY, M B","TRANSITION FROM ULTRA-ENRICHED TO ULTRA-DEPLETED PRIMARY MORB MELTS IN A SINGLE VOLCANIC SUITE (MACQUARIE ISLAND, SW PACIFIC): IMPLICATIONS FOR MANTLE SOOURCE, MELTING PROCESS AND PLUMBING SYSTEM",GEOCHIM COSMOCHIM ACTA,2016
"GODARD, 2000",https://doi.org/10.1016/s0012-821x(00)00149-7,"GODARD, M; JOUSSELIN, D; BODINIER, J-L",RELATIONSHIPS BETWEEN GEOCHEMISTRY AND STRUCTURE BENEATH A PALAEO-SPREADING CENTRE: A STUDY OF THE MANTLE SECTION IN THE OMAN OPHIOLITE,EARTH AND PLANETARY SCIENCE LETTERS,2000
"LEAT, 2000",https://doi.org/10.1093/petrology/41.6.845,"LEAT, P T; LIVERMORE, R A; MILLAR, I L; PEARCE, J A","MAGMA SUPPLY IN BACK-ARC SPREADING CENTRE SEGMENT E2, EAST SCOTIA RIDGE",J PETROL,2000
"MCGUIRE, 1994",https://doi.org/10.1029/94jb01184,"MCGUIRE, A V","SOUTHERN BASIN AND RANGE PROVINCE CRUST-MANTLE BOUNDARY:  EVIDENCE FROM GABBROIC XENOLITHS, WIKIEUP, ARIZONA",J GEOPHYS RES,1994
"YAO, 2019",https://doi.org/10.1016/j.lithos.2019.04.019,"YAO, J-H; ZHU, W-G; LI, C; ZHONG, H; YU, S-Y; RIPLEY, E; BAI, Z-J","OLIVINE O ISOTOPE AND TRACE ELEMENT CONSTRAINTS ON SOURCE VARIATION OF PICRITES IN THE EMEISHAN FLOOD BASALT PROVINCE, SW CHINA",LITHOS,2019
"REAGAN, 2010",https://doi.org/10.1029/2009GC002871,"REAGAN, M K; ISHIZUKA, O; STERN, R J; KELLEY, K A; OHARA, Y; BLICHERT-TOFT, J; BLOOMER, S H; CASH, J; FRYER, P; HANAN, B B; HICKEY-VARGAS, R; ISHII, T; KIMURA, J-I; PEATE, D W; ROWE, M C; WOODS, M",FORE-ARC BASALTS AND SUBDUCTION INITIATION IN THE IZU-BONIN MARIANA SYSTEM,GEOCHEM GEOPHYS GEOSYST,2010
"ISHIZUKA, 2009",https://doi.org/10.1016/j.chemgeo.2009.06.014,"ISHIZUKA, O; YUASA, M; TAYLOR, R N; SAKAMOTO, I K",TWO CONTRASTING MAGMATIC TYPES COEXIST AFTER THE CESSATION OF BACK-ARC SPREADING,CHEMICAL GEOLOGY,2009
"RAJESH, 2013",https://doi.org/10.1016/j.precamres.2012.08.004,"RAJESH, V; ARAI, S; SATISH-KUMAR, M; SANTOSH, M; TAMURA, A",HIGH-MG LOW-NI OLIVINE CUMULATES FROM A PAN-AFRICAN ACCRETIONARY BELT IN SOUTHERN INDIA: IMPLICATIONS FOR THE GENESIS OF VOLATILE-RICH HIGH-MG MELTS IN SUPRASUBDUCTION SETTING,PRECAMBRIAN RESEARCH,2013
"KRIENITZ, 2011",https://doi.org/10.1016/j.chemgeo.2010.11.015,"KRIENITZ, M S; HAASE, K M",THE EVOLUTION OF THE ARABIAN LOWER CRUST AND LITHOSPHERIC MANTLE-GEOCHEMICAL CONTRAINTS FROM SOUTHERN SYRIAN MAFIC AND ULTRAMAFIC XENOLITHS,CHEMICAL GEOLOGY,2011
"YAN, 2015",https://doi.org/10.1016/j.lithos.2014.12.023,"YAN, Q; CASTILLO, P R; SHI, X; WANG, L; LIAO, L; REN, J",GEOCHEMISTRY AND PETROGENESIS OF VOLCANIC ROCKS FROM DAIMAO SEAMOUNT (SOUTH CHINA SEA) AND THEIR TECTONIC IMPLICATIONS,LITHOS,2015
"YANG, 2018",https://doi.org/10.1029/2018gc007593,"YANG, S; HUMAYUN, M; SALTERS, V J M",ELEMENTAL SYSTEMATICS IN MORB GLASSES FROM THE MID-ATLANTIC RIDGE,"GEOCHEMISTRY, GEOPHYSICS, GEOSYSTEMS",2018
"BORGHINI, 2020",https://doi.org/10.1016/j.chemgeo.2019.07.027,"BORGHINI, G; RAMPONE, E; ZANETTI, A; CLASS, C; FUMAGALI, P; GODARD, M",LIGURIAN PYROXENITE-PERIDOTITE SEQUENCES (ITALY) AND THE ROLE OF MELT-ROCK REACTION IN CREATING ENRICHED-MORB MANTLE SOURCES,CHEMICAL GEOLOGY,2020
"SANTOSH, 2020",https://doi.org/10.1016/j.precamres.2020.105710,"SANTOSH, M; GAO, P; YU, B; YANG, C-X; KWON, S",NEOARCHEAN SUPRASUBDUCTION ZONE OPHIOLITE DISCOVERED FROM THE MIYUN COMPLEX: IMPLICATIONS FOR ARCHEAN–PALEOPROTEROZOIC WILSON CYCLE IN THE NORTH CHINA CRATON,PRECAMBRIAN RESEARCH,2020
"SALVIOLI-MARIANI, 2005",https://doi.org/10.1016/j.lithos.2004.12.001,"SALVIOLI-MARIANI, E; RENZULLI, A; SERRI, G; HOLM, P M; TOSCANI, L",GLASS-BEARING CRUSTAL XENOLITHS (BUCHITES) ERUPTED DURING THE RECENT ACTIVITY OF STROMBOLI (AEOLIAN ISLANDS),LITHOS,2005
"BACH, 2003",https://doi.org/10.1029/2002gc000419,"BACH, W; PEUCKER-EHRENBRINK, B; HART, S R; BLUSZTAJN, J",GEOCHEMISTRY OF HYDROTHERMALLY ALTERED OCEANIC CRUST: DSDP/ODP HOLE 504B - IMPLICATIONS FOR SEAWATER-CRUST EXCHANGE BUDGETS AND SR- AND ISOTOPTC EVOLUTION OF THE MANTLE,GEOCHEM GEOPHYS GEOSYST,2003
"PAQUET, 2022",https://doi.org/10.1016/j.gca.2021.09.033,"PAQUET, M; DAY, J M D; WATERS, C",EFFECTIVE GLOBAL MIXING OF THE HIGHLY SIDEROPHILE ELEMENTS INTO EARTH’S MANTLE INFERRED FROM OCEANIC ABYSSAL PERIDOTITES,GEOCHIMICA ET COSMOCHIMICA ACTA,2022
"GAO, 2012",https://doi.org/10.1029/2012GC004207,"GAO, Y; VILS, F; COOPER, K M; BANERJEE, N R; HARRIS, M; HOEFS, J E; TEAGLE, D A H; CASEY, J F; ELLIOTT, T; LAVERNE, C; ALT, J C; MUEHLENBACHS, K","DOWNHOLE VARIATION OF LITHIUM AND OXYGEN ISOTOPIC COMPOSITIONS OF OCEANIC CRUST AT EAST PACIFIC RISE, ODP SITE 1256",GEOCHEM GEOPHYS GEOSYST,2012
"WATERS, 2011",https://doi.org/10.1093/petrology/egq091,"WATERS, C; SIMS, K W W; PERFIT, M R; BLICHERT-TOFT, J; BLUSZTAJN, J",PERSPECTIVE ON THE GENESIS OF E-MORB FROM CHEMICAL AND ISOTOPIC HETEROGENEITY AT 9DEG10MIN N EAST PACIFIC RISE,J PETROL,2011
"CHOI, 2017",https://doi.org/10.1016/j.lithos.2017.04.006,"CHOI, H-O; CHOI, S-H; SCHIANO, P; CHO, M; CLUZEL, N; DEVIDAL, J-L; HA, K",GEOCHEMISTRY OF OLIVINE-HOSTED MELT INCLUSIONS IN THE BAEKDUSAN (CHANGBAISHAN) BASALTS: IMPLICATIONS FOR RECYCLING OF OCEANIC CRUSTAL MATERIALS INTO THE MANTLE SOURCE,LITHOS,2017
"MIYAZAKI, 2020",https://doi.org/10.1029/2020gc009114,"MIYAZAKI, T; GILL, J B; HAMELIN, C; DEBARI, S; SATO, T; TAMURA, Y; KIMURA, J-I; VAGLAROV, B; CHANG, Q; SENDA, R; HARAGUCHI, S",THE FIRST 10 MILLION YEARS OF REAR‐ARC MAGMAS FOLLOWING BACKARC BASIN FORMATION BEHIND THE IZU ARC,"GEOCHEMISTRY, GEOPHYSICS, GEOSYSTEMS",2020
"LE VOYER, 2014",https://doi.org/10.1002/2014JB011160,"LE VOYER, M; COTTRELL, E; KELLEY, K A; BROUNCE, M; HAURI, E H",THE EFFECT OF PRIMARY VERSUS SECONDARY PROCESSES ON THE VOLATILE CONTENT OF MORB GLASSES: AN EXAMPLE FROM THE EQUATORIAL MID-ATLANTIC RIDGE (5°N-3°S),J GEOPHYS RES,2014
"SHELDRICK, 2020",https://doi.org/10.1016/j.lithos.2020.105747,"SHELDRICK, T; HAHN, G; DUCEA, M N; STOICA, A; CONSTENIUS, K; HEIZLER, M T","PERIDOTITE VERSUS PYROXENITE INPUT IN MONGOLIAN MESOZOIC-CENOZOIC LAVAS, AND DYKES",LITHOS,2020
"CHEN, 2016",https://doi.org/10.1007/s11001-016-9292-1,"CHEN, L; TANG, L-M; YU, X; DONG, Y-H","MANTLE SOURCE HETEROGENEITY AND MAGMATIC EVOLUTION AT CARLSBERG RIDGE (3.7°N): CONSTRAINS FROM ELEMENTAL AND ISOTOPIC (SR, ND, PB) DATA",MARINE GEOPHYS RES,2016
"GUDELIUS, 2018",https://doi.org/10.1093/petrology/egy112,"GUDELIUS, D; AULBACH, S; BRAGA, R; HOEFER, H; WOODLAND, A B; GERDES, A","ELEMENT TRANSFER AND REDOX CONDITIONS IN CONTINENTAL SUBDUCTION ZONES: NEW INSIGHTS FROM PERIDOTITES OF THE ULTEN ZONE, N ITALY",JOURNAL OF PETROLOGY,2018
"KUSANO, 2016",https://doi.org/10.1016/j.chemgeo.2016.12.012,"KUSANO, Y; UMINO, S; SHINJO, R; IKEI, A; ADACHI, Y; MIYASHITA, S; ARAI, S",CONTRIBUTION OF SLAB-DERIVED FLUID AND SEDIMENTARY MELT IN THE INCIPIENT ARC MAGMAS WITH DEVELOPMENT OF THE PALEO-ARC IN THE OMAN OPHIOLITE,CHEMICAL GEOLOGY,2016
"SUN, 2003",https://doi.org/10.1130/g19832.1,"SUN, W; ARCULUS, R J; BENNETT, V C; EGGINS, S M; BINNS, R A",EVIDENCE FOR RHENIUM ENRICHMENT IN THE MANTLE WEDGE FROM SUBMARINE ARC-LIKE VOLCANIC GLASSES (PAPUA NEW GUINEA),GEOLOGY,2003
"SUN, 2003",https://doi.org/10.1016/S0009-2541(02)00416-3,"SUN, W; BENNETT, V C; EGGINS, S M; ARCULUS, R J; PERFIT, M R",RHENIUM SYSTEMATICS IN SUBMARINE MORB AND BACK-ARC BASIN GLASSES: LASER ABLATION ICP-MS RESULTS,CHEMICAL GEOLOGY,2003
"RONGA, 2009",https://doi.org/10.1007/s00710-009-0064-3,"RONGA, F; LUSTRINO, M; MARZOLI, A; MELLUSO, L",PETROGENESIS OF A BASALT-COMENDITE-PANTELLERITE ROCK SUITE: THE BOSETI VOLCANIC COMPLEX (MAIN ETHIOPIAN RIFT),MINERALOGY AND PETROLOGY,2009
"JACKSON, 2015",https://doi.org/10.1002/2015gc005966,"JACKSON, M G; KOGA, K T; PRICE, A A ; KONTER, J G; KOPPERS, A; FINLAYSON, V A; KONRAD, K; HAURI, E H; KYLANDER-CLARK, A; KELLEY, K A; KENDRICK, M A","DEEPLY DREDGED SUBMARINE HIMU GLASSES FROM THE TUVALU ISLANDS, POLYNESIA: IMPLICATIONS FOR VOLATILE BUDGETS OF RECYCLED OCEANIC CRUST",GEOCHEM GEOPHYS GEOSYST,2015
"JACKSON, 2015",https://doi.org/10.1016/j.chemgeo.2015.08.014,"JACKSON, M G; CABRAL, R; ROSE-KOGA, E; KOGA, K T; PRICE, A A ; HAURI, E H; MICHAEL, P J",ULTRA-DEPLETED MELTS IN OLIVINE-HOSTED MELT INCLUSIONS FROM THE ONTONG JAVA PLATEAU,CHEMICAL GEOLOGY,2015
"BECCALUVA, 2004",https://doi.org/10.1016/j.lithos.2003.12.015,"BECCALUVA, L; BIANCHINI, G; BONADIMAN, C; SIENA, F; VACCARO, C",COEXISTING ANOROGENIC AND SUBDUCTION-RELATED METASOMATISM IN MANTLE XENOLITHS FROM THE BELTIC CORDILLERA (SOUTHERN SPAIN),LITHOS,2004
"SILANTYEV, 2018",https://doi.org/10.1134/s0869591118050077,"SILANTYEV, S A; KUBRAKOVA, I; PORTNYAGIN, M; TYUTYUNNIK, O; ZHILKINA, A; GRYAZNOVA, A; HOERNLE, K; WERNER, R","ULTRAMAFIC–MAFIC ASSEMBLAGE OF PLUTONIC ROCKS AND HORNBLENDE SCHISTS OF SHIRSHOV RISE, BERING SEA, AND STALEMATE RIDGE, NORTHWEST PACIFIC: GEODYNAMIC INTERPRETATIONS OF GEOCHEMICAL DATA",PETROLOGY,2018
"KURZWEIL, 2019",https://doi.org/10.1016/j.gca.2019.02.025,"KURZWEIL, F; MUENKER, C; GRUPP, M; BRAUKMULLER, N; FECHTNER, L; CHRISTIAN, M; HOHL, S; SCHOENBERG, R",THE STABLE TUNGSTEN ISOTOPE COMPOSITION OF MODERN IGNEOUS RESERVOIRS,GEOCHIMICA ET COSMOCHIMICA ACTA,2019
"KUTZA, 2002",,"KUTZA, S",PETROLOGY AND GEOCHEMISTRY OF MID-OCEAN RIDGE BASALTS FROM THE EAST PACIFIC RISE (9 DEG 24 MIN AND 10 DEG 06 MIN N): IMPLICATIONS FOR OFF-AXIS MAGMATIC PROCESSES,"THESIS OR DISSERTATION, MASTER'S, UNIVERSITY OF FLORIDA; MONOGRAPHIC",2002
"MUNDL, 2016",https://doi.org/10.1093/petrology/egv048,"MUNDL, A; NTAFLOS, T; ACKERMAN, L; BIZIMIS, M; BJERG, E; WEGNER, W; HAUZENBERGER, C",GEOCHEMICAL AND Os-Hf-Nd-Sr ISOTOPIC CHARACTERIZATION OF NORTH PATAGONIAN MANTLE XENOLITHS: IMPLICATIONS FOR EXTENSIVE MELT EXTRACTION AND PERCOLATION PROCESSES,J PETROL,2016
"HERBRICH, 2014",https://doi.org/10.1016/j.lithos.2014.10.014,"HERBRICH, A; HOERNLE, K; WERNER, R; HAUFF, F; BOGAARD, P; GARBE-SCHÖNBERG, D",COCOS PLATE SEAMOUNTS OFFSHORE NW COSTA RICA AND SW NICARAGUA: IMPLICATIONS FOR LARGE-SCALE DISTRIBUTION OF GALÁPAGOS PLUME MATERIAL IN THE UPPER MANTLE,LITHOS,2014
"PUJOL-SOLA, 2020",https://doi.org/10.1016/j.lithos.2020.105420,"PUJOL-SOLA, N; PROENZA, J; GARCIA-CASCO, A; GONZALEZ-JIMENEZ, J; ROMAN-ALPISTE, M; GARRIDO, C J; MELGAREJO, J; GERVILLA, F; LLOVET, X","FE-TI-ZR METASOMATISM IN THE OCEANIC MANTLE DUE TO EXTREME DIFFERENTIATION OF THOLEIITIC MELTS (MOA-BARACOA OPHIOLITE, CUBA)",LITHOS,2020
"KUMAGAI, 2003",https://doi.org/10.1029/2003gc000540,"KUMAGAI, H; DICK, H J B; KANEOKA, I",NOBLE GAS SIGNATURES OF ABYSSAL GABBROS AND PERIDOTITES AT AN INDIAN OCEAN CORE COMPLEX,GEOCHEM GEOPHYS GEOSYST,2003
"KUMAGAI, 2003",https://doi.org/10.1016/S0009-2541(03)00077-9,"KUMAGAI, H; KANEOKA, I",RELATIONSHIP BETWEEN SUBMARINE MORB GLASS TEXTURES AND ATMOSPHERIC COMPONENT OF MORBS,CHEMICAL GEOLOGY,2003
"ISHIZUKA, 2003",https://doi.org/10.1016/S0012-821X(03)00201-2,"ISHIZUKA, O; TAYLOR, R N; MILTON, J A; NESBITT, R W",FLUID-MANTLE INTERACTION IN AN INTRA-OCEANIC ARC: CONSTRAINTS FROM HIGH-PRECISION PB ISOTOPES,EARTH PLANET SCI LETT,2003
"GUO, 2015",https://doi.org/10.1016/j.jseaes.2015.02.012,"GUO, G; YANG, J; LIU, X-D; XU, X; LIU, Z; BA, D",MID-OCEAN RIDGE (MOR) AND SUPRASUBDUCTION ZONE (SSZ) GEOLOGICAL EVENTS IN THE YARLUNG ZANGBO SUTURE ZONE: EVIDENCE FROM THE MINERAL RECORD OF MANTLE PERIDOTITES,J ASIAN EARTH SCI,2015
"DREYER, 2006",https://doi.org/10.2973/odp.proc.sr.205.212.2006,"DREYER, B; CHAVAGNAC, V; MORRIS, J D; FONT, L",SOURCE AND PETROGENESIS OF THE IGNEOUS COMPLEX CORED DURING ODP LEG 205:  IMPLICATIONS FOR OFF-AXIS PLUME-RIDGE INTERACTION ON THE COCOS PLATE,"PROC ODP, SCI RESULTS",2006
"GAO, 2008",https://doi.org/10.1016/j.epsl.2008.03.008,"GAO, S; RUDNICK, R L; XU, W-L; YUAN, H-L; LIU, Y-S; WALKER, R J; PUCHTEL, I S; LIU, X-M; HUANG, H; WANG, X-R; YANG, J",RECYCLING DEEP CRATONIC LITHOSPHERE AND GENERATION OF INTRAPLATE MAGMATISM IN THE NORTH CHINA CRATON,EARTH PLANET SCI LETT,2008
"CHATTERJEE, 2016",https://doi.org/10.1016/j.chemgeo.2016.08.033,"CHATTERJEE, R; LASSITER, J C","186OS/188OS VARIATIONS IN UPPER MANTLE PERIDOTITES: CONSTRAINTS ON THE PT/OS RATIO OF PRIMITIVE UPPER MANTLE, AND IMPLICATIONS FOR LATE VENEER ACCRETION AND MANTLE MIXING TIMESCALES",CHEMICAL GEOLOGY,2016
"FREY, 2011",https://doi.org/10.1016/j.epsl.2010.12.051,"FREY, F A; PRINGLE, M; MELENEY, P; HUANG, S; PIOTROWSKI, A",DIVERSE MANTLE SOURCES FOR NINETYEAST RIDGE MAGMATISM: GEOCHEMICAL CONSTRAINTS FROM BASALTIC GLASSES,EARTH PLANET SCI LETT,2011
"GIBSON, 2005",https://doi.org/10.1016/j.epsl.2005.06.015,"GIBSON, S A; THOMPSON, R N; DAY, J A; HUMPHRIS, S E; DICKIN, A",MELT-GENERATION PROCESSES ASSOCIATED WITH THE TRISTAN MANTLE PLUME: CONSTRAINTS ON THE ORIGIN OF EM-1,EARTH PLANET SCI LETT,2005
"WU, 2003",https://doi.org/10.1016/S0009-2541(02)00409-6,"WU, F-Y; WALKER, R J; REN, X-W; SUN, D-Y; ZHOU, X-H",OSMIUM ISOTOPIC CONSTRAINTS ON THE AGE OF LITHOSPHERIC MANTLE BENEATH NORTHEASTERN CHINA,CHEMICAL GEOLOGY,2003
"JANKOVICS, 2018",https://doi.org/10.1016/j.jvolgeores.2018.11.027,"JANKOVICS, M; SAGI, T; ASTBURY, R; PETRELLI, M; KISS, B; UBIDE, B; NEMETH, K; NTAFLOS, T; HARANGI, S",OLIVINE MAJOR AND TRACE ELEMENT COMPOSITIONS COUPLED WITH SPINEL CHEMISTRY TO UNRAVEL THE MAGMATIC SYSTEMS FEEDING MONOGENETIC BASALTIC VOLCANOES,JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH,2018
"FINNEY, 2008",https://doi.org/10.1093/petrology/egn008,"FINNEY, B; TURNER, S; HAWKESWORTH, C J; LARSEN, J; NYE, C L; GEORGE, R; BINDEMAN, I; EICHELBERGER, J","MAGMATIC DIFFERENTIATION AT AN ISLAND-ARC CALDERA: OKMOK VOLCANO, ALEUTIAN ISLANDS, ALASKA",J PETROL,2008
"SANO, 2019",https://doi.org/10.1016/j.lithos.2019.07.010,"SANO, T; YAMASHITA, S","EVOLUTION, HYDROTHERMAL ASSIMILATION, AND ASCENT OF MAGMA INFERRED FROM VOLATILE CONTENTS IN MORB GLASSES: AN EXAMPLE FROM THICK LAVA PILE AT IODP SITE 1256",LITHOS,2019
"TEJADA, 2016",https://doi.org/10.1016/j.gca.2016.04.006,"TEJADA, M L G; GELDMACHER, J; HAUFF, F; HEATON, D; KOPPERS, A; GARBE-SCHÖNBERG, D; HOERNLE, K; HEYDOLPH, K; SAGER, W W","GEOCHEMISTRY AND AGE OF SHATSKY, HESS, AND OJIN RISE SEAMOUNTS: IMPLICATIONS FOR A CONNECTION BETWEEN THE SHATSKY AND HESS RISES",GEOCHIM COSMOCHIM ACTA,2016
"BEIER, 2011",https://doi.org/10.1029/2011gc003690,"BEIER, C; VANDERKLUYSEN, L; REGELOUS, M; MAHONEY, J J; GARBE-SCHÖNBERG, D",LITHOSPHERIC CONTROL ON GEOCHEMICAL COMPOSITION ALONG THE LOUISVILLE SEAMOUNT CHAIN,GEOCHEM GEOPHYS GEOSYST,2011
"MEDARIS, 2005",https://doi.org/10.1016/j.lithos.2004.12.004,"MEDARIS, G; WANG, H; JELINEK, E; MIHALJEVIC, M; JAKES, P","CHARACTERISTICS AND ORIGINS OF DIVERSE VARISCAN PERIDOTITES IN THE GFOEHL NAPPE, BOHEMIAN MASSIF, CZECH REPUBLIC",LITHOS,2005
"KARSTEN, 1996",https://doi.org/10.1016/0024-4937(95)00034-8,"KARSTEN, J L; KLEIN, E M; SHERMAN, C",SUBDUCTION ZONE GEOCHEMICAL CHARACTERISTICS IN OCEAN RIDGE BASALTS FROM THE SOUTHERN CHILE RIDGE; IMPLICATIONS OF MODERN RIDGE SUBDUCTION SYSTEMS FOR THE ARCHAEN,LITHOS,1996
"ACKERMAN, 2013",https://doi.org/10.1093/petrology/egt059,"ACKERMAN, L; SPACEK, P; MAGNA, T; ULRYCH, J; SVOJTKA, M; HEGNER, E; BALOGH, K","ALKALINE AND CARBONATE-RICH MELT METASOMATISM AND MELTING OF SUBCONTINENTAL LITHOSPERIC MANTLE: EVIDENCE FROM MANTLE XENOLITHS, NE BAVARIA, BOHEMIAN MASSIF",J PETROL,2013
"ACKERMAN, 2013",https://doi.org/10.1016/j.gca.2012.09.050,"ACKERMAN, L; PUCHTEL, I S; JELINEK, E; ROHOVEC, J","HIGHLY SIDEROPHILE ELEMENT GEOCHEMISTRY OF PERIDOTITES AND PYROXENITES FROM HORNÍ BORY, BOHEMIAN MASSIF: IMPLICATIONS FOR HSE BEHAVIOUR IN SUBDUCTION-RELATED UPPER MANTLE",GEOCHIM COSMOCHIM ACTA,2013
"GESHI, 2007",https://doi.org/10.1016/j.epsl.2007.03.019,"GESHI, N; UMINO, S; KUMAGAI, H; SINTON, J M; WHITE, S M; KISIMOTO, K; HILDE, T W C","DISCRETE PLUMBING SYSTEMS AND HETEROGENEOUS MAGMA SOURCES OF A 24 KM3 OFF-AXIS LAVA FIELD ON THE WESTERN FLANK OF EAST PACIFIC RISE, 14 DEG S",EARTH PLANET SCI LETT,2007
"JICHA, 2004",https://doi.org/10.1093/petrology/egh036,"JICHA, B; SINGER, B; BROPHY, J G; FOURNELLE, J H; JOHNSON, C M; BEARD, B L; LAPEN, T; MAHLEN, N","VARIABLE IMPACT OF THE SUBDUCTED SLAB ON ALEUTIAN ISLAND ARC MAGMA SOURCES: EVIDENCE FROM SR, ND, PB, AND HF ISOTOPES AND TRACE ELEMENT ABUNDANCES",J PETROL,2004
